gene,n_metabolites,n_cell_types,n_tests
ENSG00000256448,1,1,1
ENSG00000256469,1,1,1
ENSG00000256967,1,1,1
ENSG00000256973,1,1,1
ENSG00000256988,1,1,1
ENSG00000257165,1,1,1
ENSG00000257221,1,1,1
ENSG00000257298,1,1,1
ENSG00000257322,1,1,1
ENSG00000257407,1,1,1
ENSG00000257434,1,1,1
ENSG00000257456,1,1,1
ENSG00000257470,1,1,1
ENSG00000257568,1,1,1
ENSG00000257732,1,1,1
ENSG00000257831,1,1,1
ENSG00000257835,1,1,1
ENSG00000257869,1,1,1
ENSG00000257880,1,1,1
ENSG00000257883,1,1,1
ENSG00000258050,1,1,1
ENSG00000258101,1,1,1
ENSG00000258168,1,1,1
ENSG00000258170,1,1,1
ENSG00000258232,1,1,1
ENSG00000258317,1,1,1
ENSG00000258344,1,1,1
ENSG00000258365,1,1,1
ENSG00000258377,1,1,1
ENSG00000258425,1,1,1
ENSG00000258515,1,1,1
ENSG00000258535,1,1,1
ENSG00000258560,1,1,1
ENSG00000258598,1,1,1
ENSG00000258666,1,1,1
ENSG00000258693,1,1,1
ENSG00000258747,1,1,1
ENSG00000258776,1,1,1
ENSG00000258792,1,1,1
ENSG00000258868,1,1,1
ENSG00000258902,1,1,1
ENSG00000258935,1,1,1
ENSG00000258942,1,1,1
ENSG00000258945,1,1,1
ENSG00000258970,1,1,1
ENSG00000258983,1,1,1
ENSG00000259076,1,1,1
ENSG00000259097,1,1,1
ENSG00000259103,1,1,1
ENSG00000259175,1,1,1
ENSG00000259209,1,1,1
ENSG00000259219,1,1,1
ENSG00000259250,1,1,1
ENSG00000259327,1,1,1
ENSG00000259366,1,1,1
ENSG00000259407,1,1,1
ENSG00000259410,1,1,1
ENSG00000259418,1,1,1
ENSG00000259432,1,1,1
ENSG00000259463,1,1,1
ENSG00000259468,1,1,1
ENSG00000259515,1,1,1
ENSG00000259532,1,1,1
ENSG00000259536,1,1,1
ENSG00000259544,1,1,1
ENSG00000259563,1,1,1
ENSG00000259579,1,1,1
ENSG00000259589,1,1,1
ENSG00000259591,1,1,1
ENSG00000259617,1,1,1
ENSG00000259627,1,1,1
ENSG00000259654,1,1,1
ENSG00000259661,1,1,1
ENSG00000259668,1,1,1
ENSG00000259704,1,1,1
ENSG00000259713,1,1,1
ENSG00000259720,1,1,1
ENSG00000259735,1,1,1
ENSG00000259755,1,1,1
ENSG00000259760,1,1,1
ENSG00000259762,1,1,1
ENSG00000259767,1,1,1
ENSG00000259793,1,1,1
ENSG00000259821,1,1,1
ENSG00000259915,1,1,1
ENSG00000259935,1,1,1
ENSG00000259941,1,1,1
ENSG00000260005,1,1,1
ENSG00000260011,1,1,1
ENSG00000260022,1,1,1
ENSG00000260038,1,1,1
ENSG00000260059,1,1,1
ENSG00000260060,1,1,1
ENSG00000260111,1,1,1
ENSG00000260136,1,1,1
ENSG00000260160,1,1,1
ENSG00000260167,1,1,1
ENSG00000260209,1,1,1
ENSG00000260279,1,1,1
ENSG00000260304,1,1,1
ENSG00000260316,1,1,1
ENSG00000260361,1,1,1
ENSG00000260381,1,1,1
ENSG00000260392,1,1,1
ENSG00000260398,1,1,1
ENSG00000260409,1,1,1
ENSG00000260430,1,1,1
ENSG00000260447,1,1,1
ENSG00000260498,1,1,1
ENSG00000260509,1,1,1
ENSG00000260510,1,1,1
ENSG00000260573,1,1,1
ENSG00000260592,1,1,1
ENSG00000260618,1,1,1
ENSG00000260626,1,1,1
ENSG00000260740,1,1,1
ENSG00000260751,1,1,1
ENSG00000260796,1,1,1
ENSG00000260814,1,1,1
ENSG00000260835,1,1,1
ENSG00000260855,1,1,1
ENSG00000260877,1,1,1
ENSG00000260894,1,1,1
ENSG00000260926,1,1,1
ENSG00000260948,1,1,1
ENSG00000260955,1,1,1
ENSG00000260989,1,1,1
ENSG00000261003,1,1,1
ENSG00000261019,1,1,1
ENSG00000261020,1,1,1
ENSG00000261028,1,1,1
ENSG00000261037,1,1,1
ENSG00000261070,1,1,1
ENSG00000261079,1,1,1
ENSG00000261114,1,1,1
ENSG00000261141,1,1,1
ENSG00000261168,1,1,1
ENSG00000261187,1,1,1
ENSG00000261193,1,1,1
ENSG00000261207,1,1,1
ENSG00000261248,1,1,1
ENSG00000261273,1,1,1
ENSG00000261285,1,1,1
ENSG00000261312,1,1,1
ENSG00000261324,1,1,1
ENSG00000261327,1,1,1
ENSG00000261363,1,1,1
ENSG00000261367,1,1,1
ENSG00000261402,1,1,1
ENSG00000261472,1,1,1
ENSG00000261512,1,1,1
ENSG00000261543,1,1,1
ENSG00000261578,1,1,1
ENSG00000261584,1,1,1
ENSG00000261604,1,1,1
ENSG00000261610,1,1,1
ENSG00000261654,1,1,1
ENSG00000261668,1,1,1
ENSG00000261670,1,1,1
ENSG00000261687,1,1,1
ENSG00000261722,1,1,1
ENSG00000261757,1,1,1
ENSG00000261763,1,1,1
ENSG00000261765,1,1,1
ENSG00000261775,1,1,1
ENSG00000261783,1,1,1
ENSG00000261790,1,1,1
ENSG00000261822,1,1,1
ENSG00000261829,1,1,1
ENSG00000261838,1,1,1
ENSG00000261840,1,1,1
ENSG00000261845,1,1,1
ENSG00000261872,1,1,1
ENSG00000261924,1,1,1
ENSG00000262038,1,1,1
ENSG00000262052,1,1,1
ENSG00000262160,1,1,1
ENSG00000262227,1,1,1
ENSG00000262533,1,1,1
ENSG00000262580,1,1,1
ENSG00000262692,1,1,1
ENSG00000262721,1,1,1
ENSG00000262769,1,1,1
ENSG00000262848,1,1,1
ENSG00000262873,1,1,1
ENSG00000262899,1,1,1
ENSG00000263096,1,1,1
ENSG00000263235,1,1,1
ENSG00000263257,1,1,1
ENSG00000263276,1,1,1
ENSG00000263321,1,1,1
ENSG00000263424,1,1,1
ENSG00000263435,1,1,1
ENSG00000263466,1,1,1
ENSG00000263494,1,1,1
ENSG00000263501,1,1,1
ENSG00000263655,1,1,1
ENSG00000263680,1,1,1
ENSG00000263708,1,1,1
ENSG00000263826,1,1,1
ENSG00000263923,1,1,1
ENSG00000263982,1,1,1
ENSG00000263986,1,1,1
ENSG00000263990,1,1,1
ENSG00000264015,1,1,1
ENSG00000264067,1,1,1
ENSG00000264558,1,1,1
ENSG00000264577,1,1,1
ENSG00000264634,1,1,1
ENSG00000264635,1,1,1
ENSG00000264701,1,1,1
ENSG00000264914,1,1,1
ENSG00000264932,1,1,1
ENSG00000264985,1,1,1
ENSG00000265126,1,1,1
ENSG00000265204,1,1,1
ENSG00000265205,1,1,1
ENSG00000265287,1,1,1
ENSG00000265316,1,1,1
ENSG00000265349,1,1,1
ENSG00000265393,1,1,1
ENSG00000265401,1,1,1
ENSG00000265494,1,1,1
ENSG00000265496,1,1,1
ENSG00000265542,1,1,1
ENSG00000265697,1,1,1
ENSG00000265737,1,1,1
ENSG00000265800,1,1,1
ENSG00000265994,1,1,1
ENSG00000266120,1,1,1
ENSG00000266237,1,1,1
ENSG00000266261,1,1,1
ENSG00000266397,1,1,1
ENSG00000266456,1,1,1
ENSG00000266469,1,1,1
ENSG00000266513,1,1,1
ENSG00000266602,1,1,1
ENSG00000266667,1,1,1
ENSG00000266696,1,1,1
ENSG00000266717,1,1,1
ENSG00000266744,1,1,1
ENSG00000266783,1,1,1
ENSG00000266844,1,1,1
ENSG00000266872,1,1,1
ENSG00000266900,1,1,1
ENSG00000266947,1,1,1
ENSG00000266965,1,1,1
ENSG00000267002,1,1,1
ENSG00000267007,1,1,1
ENSG00000267016,1,1,1
ENSG00000267024,1,1,1
ENSG00000267053,1,1,1
ENSG00000267070,1,1,1
ENSG00000267114,1,1,1
ENSG00000267131,1,1,1
ENSG00000267239,1,1,1
ENSG00000267260,1,1,1
ENSG00000267279,1,1,1
ENSG00000267316,1,1,1
ENSG00000267353,1,1,1
ENSG00000267375,1,1,1
ENSG00000267388,1,1,1
ENSG00000267396,1,1,1
ENSG00000267405,1,1,1
ENSG00000267424,1,1,1
ENSG00000267481,1,1,1
ENSG00000267505,1,1,1
ENSG00000267509,1,1,1
ENSG00000267523,1,1,1
ENSG00000267559,1,1,1
ENSG00000267563,1,1,1
ENSG00000267576,1,1,1
ENSG00000267627,1,1,1
ENSG00000267638,1,1,1
ENSG00000267653,1,1,1
ENSG00000267686,1,1,1
ENSG00000267787,1,1,1
ENSG00000267882,1,1,1
ENSG00000267886,1,1,1
ENSG00000267890,1,1,1
ENSG00000267904,1,1,1
ENSG00000267919,1,1,1
ENSG00000268056,1,1,1
ENSG00000268087,1,1,1
ENSG00000268120,1,1,1
ENSG00000268129,1,1,1
ENSG00000268218,1,1,1
ENSG00000268458,1,1,1
ENSG00000268583,1,1,1
ENSG00000268635,1,1,1
ENSG00000268649,1,1,1
ENSG00000268678,1,1,1
ENSG00000268686,1,1,1
ENSG00000268798,1,1,1
ENSG00000268810,1,1,1
ENSG00000268858,1,1,1
ENSG00000268896,1,1,1
ENSG00000269102,1,1,1
ENSG00000269139,1,1,1
ENSG00000269151,1,1,1
ENSG00000269161,1,1,1
ENSG00000269172,1,1,1
ENSG00000269176,1,1,1
ENSG00000269191,1,1,1
ENSG00000269318,1,1,1
ENSG00000269387,1,1,1
ENSG00000269399,1,1,1
ENSG00000269506,1,1,1
ENSG00000269570,1,1,1
ENSG00000269688,1,1,1
ENSG00000269802,1,1,1
ENSG00000269842,1,1,1
ENSG00000269843,1,1,1
ENSG00000269873,1,1,1
ENSG00000269902,1,1,1
ENSG00000269906,1,1,1
ENSG00000269924,1,1,1
ENSG00000269976,1,1,1
ENSG00000269978,1,1,1
ENSG00000269984,1,1,1
ENSG00000269987,1,1,1
ENSG00000270012,1,1,1
ENSG00000270021,1,1,1
ENSG00000270031,1,1,1
ENSG00000270039,1,1,1
ENSG00000270074,1,1,1
ENSG00000270087,1,1,1
ENSG00000270091,1,1,1
ENSG00000270096,1,1,1
ENSG00000270100,1,1,1
ENSG00000270117,1,1,1
ENSG00000270135,1,1,1
ENSG00000270139,1,1,1
ENSG00000270140,1,1,1
ENSG00000270147,1,1,1
ENSG00000270240,1,1,1
ENSG00000270277,1,1,1
ENSG00000270412,1,1,1
ENSG00000270457,1,1,1
ENSG00000270605,1,1,1
ENSG00000270755,1,1,1
ENSG00000270792,1,1,1
ENSG00000270823,1,1,1
ENSG00000271011,1,1,1
ENSG00000271234,1,1,1
ENSG00000271259,1,1,1
ENSG00000271320,1,1,1
ENSG00000271427,1,1,1
ENSG00000271452,1,1,1
ENSG00000271716,1,1,1
ENSG00000271730,1,1,1
ENSG00000271755,1,1,1
ENSG00000271795,1,1,1
ENSG00000271882,1,1,1
ENSG00000271892,1,1,1
ENSG00000271911,1,1,1
ENSG00000271916,1,1,1
ENSG00000271936,1,1,1
ENSG00000271959,1,1,1
ENSG00000271983,1,1,1
ENSG00000271996,1,1,1
ENSG00000272024,1,1,1
ENSG00000272046,1,1,1
ENSG00000272072,1,1,1
ENSG00000272078,1,1,1
ENSG00000272106,1,1,1
ENSG00000272129,1,1,1
ENSG00000272144,1,1,1
ENSG00000272156,1,1,1
ENSG00000272181,1,1,1
ENSG00000272312,1,1,1
ENSG00000272345,1,1,1
ENSG00000272361,1,1,1
ENSG00000272368,1,1,1
ENSG00000272402,1,1,1
ENSG00000272406,1,1,1
ENSG00000272417,1,1,1
ENSG00000272420,1,1,1
ENSG00000272425,1,1,1
ENSG00000272432,1,1,1
ENSG00000272438,1,1,1
ENSG00000272444,1,1,1
ENSG00000272461,1,1,1
ENSG00000272463,1,1,1
ENSG00000272506,1,1,1
ENSG00000272512,1,1,1
ENSG00000272519,1,1,1
ENSG00000272541,1,1,1
ENSG00000272554,1,1,1
ENSG00000272563,1,1,1
ENSG00000272582,1,1,1
ENSG00000272627,1,1,1
ENSG00000272650,1,1,1
ENSG00000272656,1,1,1
ENSG00000272667,1,1,1
ENSG00000272702,1,1,1
ENSG00000272720,1,1,1
ENSG00000272736,1,1,1
ENSG00000272755,1,1,1
ENSG00000272770,1,1,1
ENSG00000272777,1,1,1
ENSG00000272787,1,1,1
ENSG00000272829,1,1,1
ENSG00000272843,1,1,1
ENSG00000272849,1,1,1
ENSG00000272856,1,1,1
ENSG00000272862,1,1,1
ENSG00000272885,1,1,1
ENSG00000272906,1,1,1
ENSG00000272909,1,1,1
ENSG00000272918,1,1,1
ENSG00000272953,1,1,1
ENSG00000272966,1,1,1
ENSG00000272982,1,1,1
ENSG00000272991,1,1,1
ENSG00000272995,1,1,1
ENSG00000273011,1,1,1
ENSG00000273017,1,1,1
ENSG00000273026,1,1,1
ENSG00000273055,1,1,1
ENSG00000273059,1,1,1
ENSG00000273139,1,1,1
ENSG00000273165,1,1,1
ENSG00000273175,1,1,1
ENSG00000273177,1,1,1
ENSG00000273221,1,1,1
ENSG00000273230,1,1,1
ENSG00000273233,1,1,1
ENSG00000273261,1,1,1
ENSG00000273302,1,1,1
ENSG00000273320,1,1,1
ENSG00000273360,1,1,1
ENSG00000273369,1,1,1
ENSG00000273375,1,1,1
ENSG00000273437,1,1,1
ENSG00000273442,1,1,1
ENSG00000273455,1,1,1
ENSG00000273507,1,1,1
ENSG00000273702,1,1,1
ENSG00000273747,1,1,1
ENSG00000273890,1,1,1
ENSG00000273891,1,1,1
ENSG00000273987,1,1,1
ENSG00000274191,1,1,1
ENSG00000274204,1,1,1
ENSG00000274281,1,1,1
ENSG00000274421,1,1,1
ENSG00000274422,1,1,1
ENSG00000274591,1,1,1
ENSG00000274678,1,1,1
ENSG00000274797,1,1,1
ENSG00000274863,1,1,1
ENSG00000275005,1,1,1
ENSG00000275185,1,1,1
ENSG00000275197,1,1,1
ENSG00000275202,1,1,1
ENSG00000275401,1,1,1
ENSG00000275427,1,1,1
ENSG00000275454,1,1,1
ENSG00000275476,1,1,1
ENSG00000275481,1,1,1
ENSG00000275632,1,1,1
ENSG00000275807,1,1,1
ENSG00000275995,1,1,1
ENSG00000276007,1,1,1
ENSG00000276030,1,1,1
ENSG00000276092,1,1,1
ENSG00000276136,1,1,1
ENSG00000276148,1,1,1
ENSG00000276166,1,1,1
ENSG00000276261,1,1,1
ENSG00000276649,1,1,1
ENSG00000276663,1,1,1
ENSG00000276742,1,1,1
ENSG00000276759,1,1,1
ENSG00000276791,1,1,1
ENSG00000276809,1,1,1
ENSG00000276853,1,1,1
ENSG00000276900,1,1,1
ENSG00000277159,1,1,1
ENSG00000277218,1,1,1
ENSG00000277245,1,1,1
ENSG00000277423,1,1,1
ENSG00000277425,1,1,1
ENSG00000277543,1,1,1
ENSG00000277579,1,1,1
ENSG00000277589,1,1,1
ENSG00000277621,1,1,1
ENSG00000277935,1,1,1
ENSG00000278011,1,1,1
ENSG00000278012,1,1,1
ENSG00000278013,1,1,1
ENSG00000278126,1,1,1
ENSG00000278291,1,1,1
ENSG00000278356,1,1,1
ENSG00000278431,1,1,1
ENSG00000278467,1,1,1
ENSG00000278627,1,1,1
ENSG00000278638,1,1,1
ENSG00000278743,1,1,1
ENSG00000278817,1,1,1
ENSG00000278932,1,1,1
ENSG00000279145,1,1,1
ENSG00000279168,1,1,1
ENSG00000279175,1,1,1
ENSG00000279182,1,1,1
ENSG00000279342,1,1,1
ENSG00000279738,1,1,1
ENSG00000279833,1,1,1
ENSG00000279927,1,1,1
ENSG00000280036,1,1,1
ENSG00000280118,1,1,1
ENSG00000280474,1,1,1
ENSG00000280486,1,1,1
ENSG00000281021,1,1,1
ENSG00000281120,1,1,1
ENSG00000281181,1,1,1
ENSG00000281195,1,1,1
ENSG00000281383,1,1,1
ENSG00000281530,1,1,1
ENSG00000282121,1,1,1
ENSG00000282527,1,1,1
ENSG00000282535,1,1,1
ENSG00000282828,1,1,1
ENSG00000282915,1,1,1
ENSG00000282936,1,1,1
ENSG00000282987,1,1,1
ENSG00000283064,1,1,1
ENSG00000283072,1,1,1
ENSG00000283078,1,1,1
ENSG00000283098,1,1,1
ENSG00000283240,1,1,1
ENSG00000283380,1,1,1
ENSG00000283392,1,1,1
ENSG00000283445,1,1,1
ENSG00000283517,1,1,1
ENSG00000283959,1,1,1
ENSG00000284070,1,1,1
ENSG00000284188,1,1,1
ENSG00000284418,1,1,1
ENSG00000284430,1,1,1
ENSG00000284526,1,1,1
ENSG00000284600,1,1,1
ENSG00000284675,1,1,1
ENSG00000284708,1,1,1
ENSG00000284721,1,1,1
ENSG00000284735,1,1,1
ENSG00000284748,1,1,1
ENSG00000284797,1,1,1
ENSG00000284809,1,1,1
ENSG00000284830,1,1,1
ENSG00000284930,1,1,1
ENSG00000284966,1,1,1
ENSG00000285090,1,1,1
ENSG00000285103,1,1,1
ENSG00000285300,1,1,1
ENSG00000285347,1,1,1
ENSG00000285407,1,1,1
ENSG00000285412,1,1,1
ENSG00000285492,1,1,1
ENSG00000285518,1,1,1
ENSG00000285534,1,1,1
ENSG00000285557,1,1,1
ENSG00000285560,1,1,1
ENSG00000285569,1,1,1
ENSG00000285570,1,1,1
ENSG00000285577,1,1,1
ENSG00000285578,1,1,1
ENSG00000285610,1,1,1
ENSG00000285619,1,1,1
ENSG00000285642,1,1,1
ENSG00000285664,1,1,1
ENSG00000285667,1,1,1
ENSG00000285672,1,1,1
ENSG00000285677,1,1,1
ENSG00000285680,1,1,1
ENSG00000285692,1,1,1
ENSG00000285703,1,1,1
ENSG00000285705,1,1,1
ENSG00000285731,1,1,1
ENSG00000285748,1,1,1
ENSG00000285750,1,1,1
ENSG00000285782,1,1,1
ENSG00000285783,1,1,1
ENSG00000285801,1,1,1
ENSG00000285805,1,1,1
ENSG00000285822,1,1,1
ENSG00000285833,1,1,1
ENSG00000285840,1,1,1
ENSG00000285842,1,1,1
ENSG00000285856,1,1,1
ENSG00000285872,1,1,1
ENSG00000285888,1,1,1
ENSG00000285892,1,1,1
ENSG00000285921,1,1,1
ENSG00000285960,1,1,1
ENSG00000285974,1,1,1
ENSG00000285987,1,1,1
ENSG00000286000,1,1,1
ENSG00000286010,1,1,1
ENSG00000286016,1,1,1
ENSG00000286024,1,1,1
ENSG00000286035,1,1,1
ENSG00000286055,1,1,1
ENSG00000286066,1,1,1
ENSG00000286067,1,1,1
ENSG00000286086,1,1,1
ENSG00000286089,1,1,1
ENSG00000286099,1,1,1
ENSG00000286128,1,1,1
ENSG00000286152,1,1,1
ENSG00000286158,1,1,1
ENSG00000286162,1,1,1
ENSG00000286164,1,1,1
ENSG00000286176,1,1,1
ENSG00000286195,1,1,1
ENSG00000286207,1,1,1
ENSG00000286227,1,1,1
ENSG00000286230,1,1,1
ENSG00000286234,1,1,1
ENSG00000286244,1,1,1
ENSG00000286245,1,1,1
ENSG00000286257,1,1,1
ENSG00000286259,1,1,1
ENSG00000286264,1,1,1
ENSG00000286271,1,1,1
ENSG00000286272,1,1,1
ENSG00000286293,1,1,1
ENSG00000286305,1,1,1
ENSG00000286310,1,1,1
ENSG00000286312,1,1,1
ENSG00000286341,1,1,1
ENSG00000286342,1,1,1
ENSG00000286343,1,1,1
ENSG00000286355,1,1,1
ENSG00000286358,1,1,1
ENSG00000286365,1,1,1
ENSG00000286372,1,1,1
ENSG00000286373,1,1,1
ENSG00000286375,1,1,1
ENSG00000286376,1,1,1
ENSG00000286391,1,1,1
ENSG00000286401,1,1,1
ENSG00000286408,1,1,1
ENSG00000286409,1,1,1
ENSG00000286414,1,1,1
ENSG00000286423,1,1,1
ENSG00000286439,1,1,1
ENSG00000286447,1,1,1
ENSG00000286473,1,1,1
ENSG00000286476,1,1,1
ENSG00000286480,1,1,1
ENSG00000286485,1,1,1
ENSG00000286503,1,1,1
ENSG00000286504,1,1,1
ENSG00000286521,1,1,1
ENSG00000286524,1,1,1
ENSG00000286525,1,1,1
ENSG00000286536,1,1,1
ENSG00000286542,1,1,1
ENSG00000286561,1,1,1
ENSG00000286562,1,1,1
ENSG00000286569,1,1,1
ENSG00000286582,1,1,1
ENSG00000286585,1,1,1
ENSG00000286586,1,1,1
ENSG00000286590,1,1,1
ENSG00000286602,1,1,1
ENSG00000286606,1,1,1
ENSG00000286616,1,1,1
ENSG00000286636,1,1,1
ENSG00000286637,1,1,1
ENSG00000286653,1,1,1
ENSG00000286667,1,1,1
ENSG00000286687,1,1,1
ENSG00000286716,1,1,1
ENSG00000286720,1,1,1
ENSG00000286721,1,1,1
ENSG00000286730,1,1,1
ENSG00000286738,1,1,1
ENSG00000286742,1,1,1
ENSG00000286756,1,1,1
ENSG00000286760,1,1,1
ENSG00000286763,1,1,1
ENSG00000286771,1,1,1
ENSG00000286774,1,1,1
ENSG00000286778,1,1,1
ENSG00000286786,1,1,1
ENSG00000286789,1,1,1
ENSG00000286829,1,1,1
ENSG00000286834,1,1,1
ENSG00000286838,1,1,1
ENSG00000286869,1,1,1
ENSG00000286874,1,1,1
ENSG00000286875,1,1,1
ENSG00000286890,1,1,1
ENSG00000286904,1,1,1
ENSG00000286912,1,1,1
ENSG00000286915,1,1,1
ENSG00000286937,1,1,1
ENSG00000286938,1,1,1
ENSG00000286944,1,1,1
ENSG00000286947,1,1,1
ENSG00000286956,1,1,1
ENSG00000286957,1,1,1
ENSG00000286967,1,1,1
ENSG00000286981,1,1,1
ENSG00000286990,1,1,1
ENSG00000287023,1,1,1
ENSG00000287025,1,1,1
ENSG00000287026,1,1,1
ENSG00000287031,1,1,1
ENSG00000287038,1,1,1
ENSG00000287051,1,1,1
ENSG00000287059,1,1,1
ENSG00000287066,1,1,1
ENSG00000287070,1,1,1
ENSG00000287078,1,1,1
ENSG00000287105,1,1,1
ENSG00000287120,1,1,1
ENSG00000287125,1,1,1
ENSG00000287129,1,1,1
ENSG00000287133,1,1,1
ENSG00000287137,1,1,1
ENSG00000287144,1,1,1
ENSG00000287166,1,1,1
ENSG00000287171,1,1,1
ENSG00000287172,1,1,1
ENSG00000287176,1,1,1
ENSG00000287181,1,1,1
ENSG00000287192,1,1,1
ENSG00000287197,1,1,1
ENSG00000287214,1,1,1
ENSG00000287218,1,1,1
ENSG00000287222,1,1,1
ENSG00000287225,1,1,1
ENSG00000287226,1,1,1
ENSG00000287234,1,1,1
ENSG00000287241,1,1,1
ENSG00000287246,1,1,1
ENSG00000287252,1,1,1
ENSG00000287262,1,1,1
ENSG00000287280,1,1,1
ENSG00000287315,1,1,1
ENSG00000287318,1,1,1
ENSG00000287329,1,1,1
ENSG00000287352,1,1,1
ENSG00000287354,1,1,1
ENSG00000287377,1,1,1
ENSG00000287379,1,1,1
ENSG00000287386,1,1,1
ENSG00000287402,1,1,1
ENSG00000287404,1,1,1
ENSG00000287411,1,1,1
ENSG00000287466,1,1,1
ENSG00000287476,1,1,1
ENSG00000287477,1,1,1
ENSG00000287478,1,1,1
ENSG00000287523,1,1,1
ENSG00000287526,1,1,1
ENSG00000287530,1,1,1
ENSG00000287537,1,1,1
ENSG00000287539,1,1,1
ENSG00000287544,1,1,1
ENSG00000287551,1,1,1
ENSG00000287553,1,1,1
ENSG00000287567,1,1,1
ENSG00000287587,1,1,1
ENSG00000287603,1,1,1
ENSG00000287615,1,1,1
ENSG00000287631,1,1,1
ENSG00000287635,1,1,1
ENSG00000287647,1,1,1
ENSG00000287653,1,1,1
ENSG00000287655,1,1,1
ENSG00000287660,1,1,1
ENSG00000287675,1,1,1
ENSG00000287685,1,1,1
ENSG00000287690,1,1,1
ENSG00000287695,1,1,1
ENSG00000287710,1,1,1
ENSG00000287721,1,1,1
ENSG00000287749,1,1,1
ENSG00000287765,1,1,1
ENSG00000287782,1,1,1
ENSG00000287796,1,1,1
ENSG00000287801,1,1,1
ENSG00000287813,1,1,1
ENSG00000287817,1,1,1
ENSG00000287829,1,1,1
ENSG00000287831,1,1,1
ENSG00000287849,1,1,1
ENSG00000287877,1,1,1
ENSG00000287879,1,1,1
ENSG00000287894,1,1,1
ENSG00000287897,1,1,1
ENSG00000287899,1,1,1
ENSG00000287903,1,1,1
ENSG00000287912,1,1,1
ENSG00000287918,1,1,1
ENSG00000287919,1,1,1
ENSG00000287928,1,1,1
ENSG00000287933,1,1,1
ENSG00000287934,1,1,1
ENSG00000287938,1,1,1
ENSG00000287939,1,1,1
ENSG00000287940,1,1,1
ENSG00000287948,1,1,1
ENSG00000287955,1,1,1
ENSG00000287962,1,1,1
ENSG00000287975,1,1,1
ENSG00000287979,1,1,1
ENSG00000287981,1,1,1
ENSG00000287985,1,1,1
ENSG00000287987,1,1,1
ENSG00000287990,1,1,1
ENSG00000288005,1,1,1
ENSG00000288006,1,1,1
ENSG00000288012,1,1,1
ENSG00000288023,1,1,1
ENSG00000288044,1,1,1
ENSG00000288045,1,1,1
ENSG00000288054,1,1,1
ENSG00000288062,1,1,1
ENSG00000288064,1,1,1
ENSG00000288069,1,1,1
ENSG00000288074,1,1,1
ENSG00000288093,1,1,1
ENSG00000288095,1,1,1
ENSG00000288187,1,1,1
ENSG00000288539,1,1,1
ENSG00000288545,1,1,1
ENSG00000288553,1,1,1
ENSG00000288554,1,1,1
ENSG00000288557,1,1,1
ENSG00000288577,1,1,1
ENSG00000288692,1,1,1
ENSG00000288714,1,1,1
ENSG00000288729,1,1,1
ENSG00000288741,1,1,1
ENSG00000288743,1,1,1
ENSG00000288745,1,1,1
ENSG00000288750,1,1,1
ENSG00000288757,1,1,1
ENSG00000288764,1,1,1
ENSG00000288772,1,1,1
ENSG00000288800,1,1,1
ENSG00000288812,1,1,1
ENSG00000288818,1,1,1
ENSG00000288820,1,1,1
ENSG00000288833,1,1,1
ENSG00000288838,1,1,1
ENSG00000288839,1,1,1
ENSG00000288848,1,1,1
ENSG00000288857,1,1,1
ENSG00000288863,1,1,1
ENSG00000288872,1,1,1
ENSG00000288878,1,1,1
ENSG00000288880,1,1,1
ENSG00000288886,1,1,1
ENSG00000288899,1,1,1
ENSG00000288906,1,1,1
ENSG00000288913,1,1,1
ENSG00000288918,1,1,1
ENSG00000288935,1,1,1
ENSG00000288942,1,1,1
ENSG00000288948,1,1,1
ENSG00000288951,1,1,1
ENSG00000288953,1,1,1
ENSG00000288957,1,1,1
ENSG00000288971,1,1,1
ENSG00000288983,1,1,1
ENSG00000288994,1,1,1
ENSG00000289004,1,1,1
ENSG00000289005,1,1,1
ENSG00000289019,1,1,1
ENSG00000289021,1,1,1
ENSG00000289031,1,1,1
ENSG00000289034,1,1,1
ENSG00000289044,1,1,1
ENSG00000289056,1,1,1
ENSG00000289065,1,1,1
ENSG00000289067,1,1,1
ENSG00000289076,1,1,1
ENSG00000289079,1,1,1
ENSG00000289115,1,1,1
ENSG00000289117,1,1,1
ENSG00000289127,1,1,1
ENSG00000289149,1,1,1
ENSG00000289165,1,1,1
ENSG00000289168,1,1,1
ENSG00000289177,1,1,1
ENSG00000289183,1,1,1
ENSG00000289186,1,1,1
ENSG00000289187,1,1,1
ENSG00000289190,1,1,1
ENSG00000289204,1,1,1
ENSG00000289210,1,1,1
ENSG00000289212,1,1,1
ENSG00000289213,1,1,1
ENSG00000289217,1,1,1
ENSG00000289235,1,1,1
ENSG00000289242,1,1,1
ENSG00000289244,1,1,1
ENSG00000289268,1,1,1
ENSG00000289294,1,1,1
ENSG00000289296,1,1,1
ENSG00000289306,1,1,1
ENSG00000289311,1,1,1
ENSG00000289314,1,1,1
ENSG00000289315,1,1,1
ENSG00000289319,1,1,1
ENSG00000289334,1,1,1
ENSG00000289352,1,1,1
ENSG00000289353,1,1,1
ENSG00000289361,1,1,1
ENSG00000289382,1,1,1
ENSG00000289395,1,1,1
ENSG00000289397,1,1,1
ENSG00000289399,1,1,1
ENSG00000289401,1,1,1
ENSG00000289405,1,1,1
ENSG00000289412,1,1,1
ENSG00000289415,1,1,1
ENSG00000289438,1,1,1
ENSG00000289440,1,1,1
ENSG00000289443,1,1,1
ENSG00000289446,1,1,1
ENSG00000289460,1,1,1
ENSG00000289483,1,1,1
ENSG00000289492,1,1,1
