"","transcriptId","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","distanceToTSS","entrezgene_id","hgnc_symbol"
"2594","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124908524,"RNA5-8SN3"
"2595","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124907596,"RNA5-8SN3"
"2596","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124908249,"RNA5-8SN3"
"2597","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124908525,"RNA5-8SN3"
"2598","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124908381,"RNA5-8SN3"
"2599","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124908389,"RNA5-8SN3"
"2600","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124908391,"RNA5-8SN3"
"2601","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124907338,"RNA5-8SN3"
"2602","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124907128,"RNA5-8SN3"
"2603","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124907593,"RNA5-8SN3"
"2604","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124907478,"RNA5-8SN3"
"2605","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124907592,"RNA5-8SN3"
"2606","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124908474,"RNA5-8SN3"
"2607","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124907594,"RNA5-8SN3"
"2608","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124907337,"RNA5-8SN3"
"2609","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124908390,"RNA5-8SN3"
"2610","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124907591,"RNA5-8SN3"
"2611","ENST00000613359.1","chr21",8392640,8394639,2000,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",-968,124907577,"RNA5-8SN3"
"2612","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907302,"RNA5-8SN3"
"2613","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907716,"RNA5-8SN3"
"2614","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907269,"RNA5-8SN3"
"2615","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907280,"RNA5-8SN3"
"2616","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907715,"RNA5-8SN3"
"2617","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908327,"RNA5-8SN3"
"2618","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907125,"RNA5-8SN3"
"2619","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907331,"RNA5-8SN3"
"2620","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907155,"RNA5-8SN3"
"2621","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908520,"RNA5-8SN3"
"2622","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907127,"RNA5-8SN3"
"2623","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908242,"RNA5-8SN3"
"2624","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907142,"RNA5-8SN3"
"2625","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908379,"RNA5-8SN3"
"2626","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908347,"RNA5-8SN3"
"2627","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907118,"RNA5-8SN3"
"2628","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907153,"RNA5-8SN3"
"2629","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908519,"RNA5-8SN3"
"2630","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907574,"RNA5-8SN3"
"2631","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907450,"RNA5-8SN3"
"2632","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907152,"RNA5-8SN3"
"2633","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907573,"RNA5-8SN3"
"2634","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907124,"RNA5-8SN3"
"2635","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908378,"RNA5-8SN3"
"2636","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907476,"RNA5-8SN3"
"2637","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907117,"RNA5-8SN3"
"2638","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907694,"RNA5-8SN3"
"2639","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907458,"RNA5-8SN3"
"2640","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907572,"RNA5-8SN3"
"2641","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907123,"RNA5-8SN3"
"2642","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907588,"RNA5-8SN3"
"2643","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907586,"RNA5-8SN3"
"2644","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908243,"RNA5-8SN3"
"2645","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908377,"RNA5-8SN3"
"2646","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908358,"RNA5-8SN3"
"2647","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907172,"RNA5-8SN3"
"2648","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907138,"RNA5-8SN3"
"2649","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907216,"RNA5-8SN3"
"2650","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907140,"RNA5-8SN3"
"2651","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907439,"RNA5-8SN3"
"2652","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908518,"RNA5-8SN3"
"2653","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908300,"RNA5-8SN3"
"2654","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907644,"RNA5-8SN3"
"2655","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,109910381,"RNA5-8SN3"
"2656","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907154,"RNA5-8SN3"
"2657","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907114,"RNA5-8SN3"
"2658","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907721,"RNA5-8SN3"
"2659","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907134,"RNA5-8SN3"
"2660","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907126,"RNA5-8SN3"
"2661","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907136,"RNA5-8SN3"
"2662","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908241,"RNA5-8SN3"
"2663","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907343,"RNA5-8SN3"
"2664","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907248,"RNA5-8SN3"
"2665","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907238,"RNA5-8SN3"
"2666","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908376,"RNA5-8SN3"
"2667","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907714,"RNA5-8SN3"
"2668","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907575,"RNA5-8SN3"
"2669","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907717,"RNA5-8SN3"
"2670","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907673,"RNA5-8SN3"
"2671","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907160,"RNA5-8SN3"
"2672","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907194,"RNA5-8SN3"
"2673","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907150,"RNA5-8SN3"
"2674","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908515,"RNA5-8SN3"
"2675","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907149,"RNA5-8SN3"
"2676","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907712,"RNA5-8SN3"
"2677","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907137,"RNA5-8SN3"
"2678","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907139,"RNA5-8SN3"
"2679","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907585,"RNA5-8SN3"
"2680","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908388,"RNA5-8SN3"
"2681","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907141,"RNA5-8SN3"
"2682","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908247,"RNA5-8SN3"
"2683","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908522,"RNA5-8SN3"
"2684","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907144,"RNA5-8SN3"
"2685","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907720,"RNA5-8SN3"
"2686","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908237,"RNA5-8SN3"
"2687","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908372,"RNA5-8SN3"
"2688","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907133,"RNA5-8SN3"
"2689","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908387,"RNA5-8SN3"
"2690","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907598,"RNA5-8SN3"
"2691","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907600,"RNA5-8SN3"
"2692","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908310,"RNA5-8SN3"
"2693","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907151,"RNA5-8SN3"
"2694","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908316,"RNA5-8SN3"
"2695","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908336,"RNA5-8SN3"
"2696","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907475,"RNA5-8SN3"
"2697","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907467,"RNA5-8SN3"
"2698","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907477,"RNA5-8SN3"
"2699","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907205,"RNA5-8SN3"
"2700","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907327,"RNA5-8SN3"
"2701","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907147,"RNA5-8SN3"
"2702","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907148,"RNA5-8SN3"
"2703","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907483,"RNA5-8SN3"
"2704","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907482,"RNA5-8SN3"
"2705","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907484,"RNA5-8SN3"
"2706","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907713,"RNA5-8SN3"
"2707","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908374,"RNA5-8SN3"
"2708","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907258,"RNA5-8SN3"
"2709","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908245,"RNA5-8SN3"
"2710","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907132,"RNA5-8SN3"
"2711","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907131,"RNA5-8SN3"
"2712","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907684,"RNA5-8SN3"
"2713","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907146,"RNA5-8SN3"
"2714","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908371,"RNA5-8SN3"
"2715","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907328,"RNA5-8SN3"
"2716","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908239,"RNA5-8SN3"
"2717","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907135,"RNA5-8SN3"
"2718","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907587,"RNA5-8SN3"
"2719","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907440,"RNA5-8SN3"
"2720","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908517,"RNA5-8SN3"
"2721","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907589,"RNA5-8SN3"
"2722","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907622,"RNA5-8SN3"
"2723","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907336,"RNA5-8SN3"
"2724","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908246,"RNA5-8SN3"
"2725","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908383,"RNA5-8SN3"
"2726","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907480,"RNA5-8SN3"
"2727","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907580,"RNA5-8SN3"
"2728","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907341,"RNA5-8SN3"
"2729","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907342,"RNA5-8SN3"
"2730","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908268,"RNA5-8SN3"
"2731","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908289,"RNA5-8SN3"
"2732","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907122,"RNA5-8SN3"
"2733","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908375,"RNA5-8SN3"
"2734","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907633,"RNA5-8SN3"
"2735","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908238,"RNA5-8SN3"
"2736","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907655,"RNA5-8SN3"
"2737","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907129,"RNA5-8SN3"
"2738","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907116,"RNA5-8SN3"
"2739","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907121,"RNA5-8SN3"
"2740","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908504,"RNA5-8SN3"
"2741","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908527,"RNA5-8SN3"
"2742","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907479,"RNA5-8SN3"
"2743","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907611,"RNA5-8SN3"
"2744","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907710,"RNA5-8SN3"
"2745","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908240,"RNA5-8SN3"
"2746","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908516,"RNA5-8SN3"
"2747","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907719,"RNA5-8SN3"
"2748","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908523,"RNA5-8SN3"
"2749","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907335,"RNA5-8SN3"
"2750","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908244,"RNA5-8SN3"
"2751","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907324,"RNA5-8SN3"
"2752","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907330,"RNA5-8SN3"
"2753","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907183,"RNA5-8SN3"
"2754","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907313,"RNA5-8SN3"
"2755","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907227,"RNA5-8SN3"
"2756","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907711,"RNA5-8SN3"
"2757","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907329,"RNA5-8SN3"
"2758","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908514,"RNA5-8SN3"
"2759","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907332,"RNA5-8SN3"
"2760","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908393,"RNA5-8SN3"
"2761","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907718,"RNA5-8SN3"
"2762","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908382,"RNA5-8SN3"
"2763","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907595,"RNA5-8SN3"
"2764","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124907145,"RNA5-8SN3"
"2765","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908257,"RNA5-8SN3"
"2766","ENST00000613359.1","chr21",8395436,8396205,770,"*","Promoter (<=1kb)",21,8395607,8395759,153,1,"109910381",0,124908513,"RNA5-8SN3"
